,ds,target_id,target_address,y,event,cat_r,reg_wind,reg_r,holiday,weather,temp_max,temp_min
0,2015-01-01,0,東京都/東京,89.0581077867644,nan,cat_r_1,4.4,17.8566306778539,元日,cloud,8.2,0.7
1,2015-01-02,0,東京都/東京,88.6384308150282,nan,cat_r_0,2.1,-2.43587105507518,nan,sunny,7.9,-2.2
2,2015-01-03,0,東京都/東京,80.8847493767028,nan,cat_r_1,3.0,15.3824439836448,nan,sunny,8.9,-1.1
3,2015-01-04,0,東京都/東京,89.2883760456152,nan,cat_r_0,1.3,11.8645877298222,nan,cloud,9.3,-0.4
4,2015-01-05,0,東京都/東京,86.8670644098653,nan,cat_r_1,2.4,-14.9737535317716,nan,sunny,12.9,1.3
5,2015-01-06,0,東京都/東京,49.3260395511525,nan,cat_r_0,5.2,-2.54795766735733,nan,cloud,16.0,5.8
6,2015-01-07,0,東京都/東京,79.1991848206636,nan,cat_r_1,4.2,1.17335513018067,nan,sunny,10.2,3.0
7,2015-01-08,0,東京都/東京,81.1905444072011,nan,cat_r_1,4.4,48.7495274161861,nan,sunny,11.2,2.0
8,2015-01-09,0,東京都/東京,100.980497327629,event3,cat_r_0,4.1,-1.63363778076881,nan,sunny,11.0,3.5
9,2015-01-10,0,東京都/東京,82.8413784862091,nan,cat_r_0,3.5,10.4193202036589,nan,sunny,11.2,1.9
10,2015-01-11,0,東京都/東京,105.230763303165,event3,cat_r_0,2.7,-0.379534213721222,nan,sunny,10.8,0.2
11,2015-01-12,0,東京都/東京,82.4180127211476,nan,cat_r_0,4.6,17.4629916680266,成人の日,sunny,9.0,2.0
12,2015-01-13,0,東京都/東京,81.7978756968237,nan,cat_r_1,3.3,24.8906949111236,nan,sunny,11.8,2.5
13,2015-01-14,0,東京都/東京,93.636152045963,nan,cat_r_0,1.6,21.6206477393069,nan,sunny,11.5,1.2
14,2015-01-15,0,東京都/東京,67.890572707819,nan,cat_r_0,3.2,10.4157850143158,nan,rain,8.2,3.4
15,2015-01-16,0,東京都/東京,87.4945309375665,nan,cat_r_0,2.8,6.66005968236186,nan,sunny,13.2,4.9
16,2015-01-17,0,東京都/東京,78.0300986740822,nan,cat_r_1,4.2,6.49355114692357,nan,sunny,11.6,1.3
17,2015-01-18,0,東京都/東京,80.5504228790511,nan,cat_r_0,3.3,18.2915144283662,nan,sunny,10.9,-0.5
18,2015-01-19,0,東京都/東京,84.4708899422984,nan,cat_r_1,2.5,17.9031845721143,nan,sunny,11.7,-0.7
19,2015-01-20,0,東京都/東京,83.506048439573,nan,cat_r_1,3.6,11.1147784319866,nan,sunny,11.2,2.7
20,2015-01-21,0,東京都/東京,67.4609771760718,nan,cat_r_0,3.1,-2.59876543604994,nan,cloud,3.8,1.5
21,2015-01-22,0,東京都/東京,74.1032598934608,nan,cat_r_0,2.4,22.9635545340632,nan,rain,5.6,3.2
22,2015-01-23,0,東京都/東京,86.4005268875557,event1,cat_r_0,4.3,7.24056585835646,nan,sunny,12.8,3.7
23,2015-01-24,0,東京都/東京,67.2118788515699,nan,cat_r_1,2.4,-14.418037837714,nan,cloud,8.1,2.9
24,2015-01-25,0,東京都/東京,87.6000620938786,nan,cat_r_0,2.0,22.105721610319,nan,sunny,12.2,0.9
25,2015-01-26,0,東京都/東京,86.9575782203719,nan,cat_r_0,2.0,13.3330277313038,nan,cloud,12.9,5.6
26,2015-01-27,0,東京都/東京,83.9424256705285,nan,cat_r_0,3.1,-0.21940889284039,nan,sunny,16.4,5.8
27,2015-01-28,0,東京都/東京,82.7642932043723,nan,cat_r_0,4.0,31.9504576121953,nan,sunny,9.7,1.4
28,2015-01-29,0,東京都/東京,91.3175171717147,nan,cat_r_0,2.5,7.33790624059623,nan,sunny,8.2,-0.9
29,2015-01-30,0,東京都/東京,50.6155957655013,nan,cat_r_0,3.3,17.0948029417732,nan,snow,4.7,0.4
30,2015-01-31,0,東京都/東京,80.7987160034674,nan,cat_r_0,4.4,3.56066088397466,nan,sunny,10.5,0.8
31,2015-02-01,0,東京都/東京,71.7447904006331,nan,cat_r_0,5.5,3.03308888872404,nan,sunny,8.6,0.7
32,2015-02-02,0,東京都/東京,74.9409758189541,nan,cat_r_1,4.7,9.38788183272029,nan,sunny,9.6,1.0
33,2015-02-03,0,東京都/東京,87.0608679721328,nan,cat_r_1,2.5,3.85440850825879,nan,sunny,10.3,0.4
34,2015-02-04,0,東京都/東京,91.3762483345068,nan,cat_r_0,2.3,-2.76912897385023,nan,sunny,9.6,1.1
35,2015-02-05,0,東京都/東京,61.6759494424108,nan,cat_r_1,2.5,-2.77172656004177,nan,rain,5.1,1.1
36,2015-02-06,0,東京都/東京,89.9243324386203,nan,cat_r_1,2.8,-1.0306672199076,nan,sunny,12.0,-0.3
37,2015-02-07,0,東京都/東京,69.3128870219155,nan,cat_r_0,2.4,13.7116013915766,nan,cloud,9.6,1.2
38,2015-02-08,0,東京都/東京,70.6015026459793,nan,cat_r_0,1.9,22.3141298944148,nan,cloud,6.8,2.0
39,2015-02-09,0,東京都/東京,83.5984113705548,nan,cat_r_1,3.2,0.476984476396359,nan,cloud,4.9,-0.6
40,2015-02-10,0,東京都/東京,89.6839862503833,nan,cat_r_0,2.2,10.1679543646205,nan,sunny,8.1,-2.4
41,2015-02-11,0,東京都/東京,102.610789230356,nan,cat_r_1,2.0,14.7483467423818,建国記念の日,sunny,10.9,0.2
42,2015-02-12,0,東京都/東京,94.0685838887353,nan,cat_r_0,1.7,2.65105585408098,nan,sunny,13.0,1.2
43,2015-02-13,0,東京都/東京,81.4078616590875,nan,cat_r_1,3.9,10.8000535676834,nan,sunny,12.3,1.1
44,2015-02-14,0,東京都/東京,82.3874992198784,nan,cat_r_0,3.2,-1.20643452686684,nan,sunny,10.6,-1.4
45,2015-02-15,0,東京都/東京,74.4750207222423,nan,cat_r_1,5.0,-3.39170418630174,nan,sunny,11.7,0.3
46,2015-02-16,0,東京都/東京,84.118952861059,nan,cat_r_1,2.9,7.03812756631639,nan,cloud,13.2,1.5
47,2015-02-17,0,東京都/東京,70.6804058325267,nan,cat_r_1,2.4,-2.47689867803544,nan,rain,5.4,1.3
48,2015-02-18,0,東京都/東京,65.4535818452952,nan,cat_r_1,3.2,12.1238437293666,nan,rain,4.3,2.5
49,2015-02-19,0,東京都/東京,94.7172494163007,nan,cat_r_0,2.4,4.20180442524202,nan,sunny,13.0,0.9
50,2015-02-20,0,東京都/東京,92.7559388702285,nan,cat_r_1,2.4,2.55265793920782,nan,sunny,11.9,2.5
51,2015-02-21,0,東京都/東京,88.8340398931503,nan,cat_r_0,2.4,8.92031449036404,nan,sunny,10.5,2.0
52,2015-02-22,0,東京都/東京,72.328256104098,nan,cat_r_1,1.6,17.2594729580592,nan,cloud,8.0,4.4
53,2015-02-23,0,東京都/東京,68.9976515474929,nan,cat_r_0,2.3,-6.28572077197405,nan,cloud,19.2,6.3
54,2015-02-24,0,東京都/東京,70.5426532833724,nan,cat_r_1,2.0,15.0640441073319,nan,cloud,12.7,7.2
55,2015-02-25,0,東京都/東京,71.9789565202553,nan,cat_r_0,2.7,13.8018903729149,nan,cloud,13.2,7.5
56,2015-02-26,0,東京都/東京,66.4118631556311,nan,cat_r_0,2.6,3.73827550083079,nan,rain,7.9,5.0
57,2015-02-27,0,東京都/東京,84.8768995727549,nan,cat_r_1,3.8,6.42610330906654,nan,sunny,15.3,3.8
58,2015-02-28,0,東京都/東京,84.944166748932,nan,cat_r_0,3.8,19.5941620923426,nan,sunny,12.8,3.0
59,2015-03-01,0,東京都/東京,65.879968294569,nan,cat_r_1,3.1,8.52902755365606,nan,cloud,9.8,5.4
60,2015-03-02,0,東京都/東京,79.9433500087495,nan,cat_r_0,4.2,-0.525714259825358,nan,sunny,14.1,5.1
61,2015-03-03,0,東京都/東京,67.0610492712189,nan,cat_r_1,2.4,11.4678903093527,nan,cloud,7.7,3.6
62,2015-03-04,0,東京都/東京,90.20722519782,nan,cat_r_1,2.6,12.930723510641,nan,cloud,17.5,3.2
63,2015-03-05,0,東京都/東京,87.6388495761686,nan,cat_r_0,3.7,17.5454895798761,nan,sunny,14.3,5.4
64,2015-03-06,0,東京都/東京,69.8696803719031,nan,cat_r_0,2.8,11.494759137715,nan,cloud,12.0,4.9
65,2015-03-07,0,東京都/東京,70.7834303703691,nan,cat_r_1,2.7,19.6213659355212,nan,cloud,8.2,3.9
66,2015-03-08,0,東京都/東京,63.6064737424262,nan,cat_r_0,3.4,11.4275414492097,nan,rain,10.9,5.9
67,2015-03-09,0,東京都/東京,65.9940024131844,nan,cat_r_1,3.0,16.5649264546504,nan,rain,9.9,8.4
68,2015-03-10,0,東京都/東京,81.0015056208773,nan,cat_r_1,4.6,16.5259835871029,nan,cloud,13.7,1.7
69,2015-03-11,0,東京都/東京,90.5807016240987,nan,cat_r_0,3.6,5.38117959835357,nan,sunny,12.2,-0.4
70,2015-03-12,0,東京都/東京,86.6744465551549,nan,cat_r_0,3.9,16.2283785317531,nan,sunny,14.8,3.6
71,2015-03-13,0,東京都/東京,91.1254395410439,nan,cat_r_0,3.0,2.92869553771865,nan,sunny,14.4,1.8
72,2015-03-14,0,東京都/東京,92.2959796221786,nan,cat_r_1,2.6,14.9751868571574,nan,cloud,13.5,4.7
73,2015-03-15,0,東京都/東京,92.5559767103078,nan,cat_r_0,1.9,1.01158314801449,nan,cloud,13.0,4.9
74,2015-03-16,0,東京都/東京,69.2144211284741,nan,cat_r_1,1.9,6.88117199608581,nan,cloud,16.0,7.3
75,2015-03-17,0,東京都/東京,88.736416604717,nan,cat_r_0,2.6,-9.81054485702054,nan,sunny,21.2,9.2
76,2015-03-18,0,東京都/東京,73.9771983663195,nan,cat_r_0,2.2,27.1053483585876,nan,cloud,21.7,10.7
77,2015-03-19,0,東京都/東京,78.9542884825228,nan,cat_r_0,2.1,15.8407375256145,nan,cloud,15.9,10.3
78,2015-03-20,0,東京都/東京,69.354575041851,nan,cat_r_0,2.3,9.77332313807143,nan,cloud,14.9,9.9
79,2015-03-21,0,東京都/東京,100.222776088717,nan,cat_r_1,2.6,19.7279372378917,春分の日,cloud,16.0,7.2
80,2015-03-22,0,東京都/東京,84.8157776867758,nan,cat_r_1,3.2,10.3014587514941,nan,sunny,18.7,6.6
81,2015-03-23,0,東京都/東京,88.3922003606701,nan,cat_r_1,2.9,8.26220931871248,nan,sunny,17.0,4.7
82,2015-03-24,0,東京都/東京,81.3270900608456,nan,cat_r_1,4.6,0.790181070025369,nan,sunny,15.1,3.9
83,2015-03-25,0,東京都/東京,81.8927804904179,nan,cat_r_0,5.0,7.53794782047203,nan,sunny,14.3,2.7
84,2015-03-26,0,東京都/東京,87.4852049289434,nan,cat_r_1,3.9,4.58859256846064,nan,sunny,15.8,4.9
85,2015-03-27,0,東京都/東京,90.5849998691817,nan,cat_r_0,3.0,15.4420561613333,nan,sunny,20.4,4.0
86,2015-03-28,0,東京都/東京,86.9384392240446,nan,cat_r_1,2.7,-5.98283237085366,nan,cloud,20.6,7.6
87,2015-03-29,0,東京都/東京,62.2768681764729,nan,cat_r_1,3.0,-2.88244780129722,nan,cloud,21.1,9.0
88,2015-03-30,0,東京都/東京,85.9625932596632,nan,cat_r_1,3.1,20.2366736744304,nan,sunny,23.6,9.4
89,2015-03-31,0,東京都/東京,78.4997800339132,nan,cat_r_0,4.7,-8.28782443322312,nan,sunny,23.2,9.8
90,2015-04-01,0,東京都/東京,73.4286208388138,nan,cat_r_1,2.6,-3.60694481712946,nan,cloud,18.7,8.8
91,2015-04-02,0,東京都/東京,88.6188903458302,nan,cat_r_1,3.8,10.6681952046546,nan,sunny,17.4,6.5
92,2015-04-03,0,東京都/東京,52.5510972417962,nan,cat_r_0,6.4,7.65180643994686,nan,cloud,20.6,12.1
93,2015-04-04,0,東京都/東京,64.6822461659085,nan,cat_r_1,3.5,15.7572596051252,nan,cloud,19.1,10.0
94,2015-04-05,0,東京都/東京,76.4138818853132,nan,cat_r_0,1.5,-7.18055338732793,nan,rain,11.4,8.6
95,2015-04-06,0,東京都/東京,90.1719133080909,nan,cat_r_1,2.1,19.8879877473853,nan,sunny,22.9,11.2
96,2015-04-07,0,東京都/東京,55.6092976043119,nan,cat_r_1,3.0,9.28578424782565,nan,rain,13.0,6.9
97,2015-04-08,0,東京都/東京,69.5347423031029,nan,cat_r_1,3.5,6.45283495853391,nan,rain,7.6,2.4
98,2015-04-09,0,東京都/東京,95.871740724432,nan,cat_r_1,2.6,29.6621087713588,nan,cloud,13.2,3.2
99,2015-04-10,0,東京都/東京,75.1633530806551,nan,cat_r_1,2.7,28.4784203711734,nan,cloud,12.1,5.3
100,2015-04-11,0,東京都/東京,71.4499702490311,nan,cat_r_1,2.8,0.29891529936493,nan,rain,16.2,8.4
101,2015-04-12,0,東京都/東京,84.2155355042772,nan,cat_r_1,2.5,31.1909828405176,nan,cloud,18.0,8.4
102,2015-04-13,0,東京都/東京,63.6697032514651,nan,cat_r_1,3.2,11.7793733751025,nan,rain,11.3,8.5
103,2015-04-14,0,東京都/東京,71.6741694953547,nan,cat_r_0,2.0,18.1694972724507,nan,rain,14.1,9.3
104,2015-04-15,0,東京都/東京,82.2730855775897,nan,cat_r_1,4.7,20.8165419272695,nan,sunny,21.4,10.5
105,2015-04-16,0,東京都/東京,98.2786753397192,nan,cat_r_0,2.5,17.3334179013599,nan,sunny,21.5,8.8
106,2015-04-17,0,東京都/東京,93.0705618005654,nan,cat_r_0,3.2,22.3563479995661,nan,sunny,24.9,9.3
107,2015-04-18,0,東京都/東京,82.6331896405098,nan,cat_r_0,4.2,39.7166373055073,nan,cloud,19.7,6.8
108,2015-04-19,0,東京都/東京,73.2845983249819,nan,cat_r_1,1.5,2.600744120118,nan,cloud,17.2,10.4
109,2015-04-20,0,東京都/東京,50.0932405268378,nan,cat_r_0,5.3,6.12100429857671,nan,rain,20.7,13.6
110,2015-04-21,0,東京都/東京,62.4548978635622,nan,cat_r_0,3.0,19.6572891224751,nan,cloud,20.5,13.9
111,2015-04-22,0,東京都/東京,94.3973624066831,nan,cat_r_0,2.6,13.2518039579393,nan,sunny,21.4,11.2
112,2015-04-23,0,東京都/東京,95.3162657258307,nan,cat_r_0,2.5,-21.2672542756543,nan,sunny,24.8,11.9
